time,id,x,y,angle,type,speed,pos,lane,slope
7.05,E_CAV2.0,191.02,45.2,90.0,E_CAV,14.14,191.02,E4_3,0.0
7.05,E_CAV3.0,210.53,38.8,90.0,E_CAV,14.6,210.53,E4_1,0.0
7.05,E_CAV4.0,217.41,45.2,90.0,E_CAV,13.29,217.41,E4_3,0.0
7.1,A_CAV0,107.51,35.6,90.0,A_CAV,13.86,107.51,E4_0,0.0
7.1,A_CAV1,131.43,35.6,90.0,A_CAV,13.83,131.43,E4_0,0.0
7.1,A_CAV10,169.18,48.4,90.0,A_CAV,12.63,169.18,E4_4,0.0
7.1,A_CAV11,124.71,48.4,90.0,A_CAV,12.31,124.71,E4_4,0.0
7.1,A_CAV2,88.79,35.6,90.0,A_CAV,12.63,88.79,E4_0,0.0
7.1,A_CAV3,75.5,35.6,90.0,A_CAV,10.02,75.5,E4_0,0.0
7.1,A_CAV4,117.35,42.0,90.0,A_CAV,13.88,117.35,E4_2,0.0
7.1,A_CAV5,94.71,42.0,90.0,A_CAV,11.97,94.71,E4_2,0.0
7.1,A_CAV6,79.39,42.0,90.0,A_CAV,10.12,79.39,E4_2,0.0
7.1,A_CAV8,152.45,45.2,90.0,A_CAV,13.84,152.45,E4_3,0.0
7.1,A_CAV9,142.26,48.4,90.0,A_CAV,13.87,142.26,E4_4,0.0
7.1,E_CAV0.0,147.07,38.8,90.0,E_CAV,14.75,147.07,E4_1,0.0
7.1,E_CAV1.0,171.23,38.8,90.0,E_CAV,14.88,171.23,E4_1,0.0
7.1,E_CAV2.0,191.72,45.2,90.0,E_CAV,14.15,191.72,E4_3,0.0
7.1,E_CAV3.0,211.26,38.8,90.0,E_CAV,14.62,211.26,E4_1,0.0
7.1,E_CAV4.0,218.08,45.2,90.0,E_CAV,13.29,218.08,E4_3,0.0
7.15,A_CAV0,108.2,35.6,90.0,A_CAV,13.83,108.2,E4_0,0.0
7.15,A_CAV1,132.12,35.6,90.0,A_CAV,13.87,132.12,E4_0,0.0
7.15,A_CAV10,169.81,48.4,90.0,A_CAV,12.67,169.81,E4_4,0.0
7.15,A_CAV11,125.33,48.4,90.0,A_CAV,12.35,125.33,E4_4,0.0
7.15,A_CAV2,89.43,35.6,90.0,A_CAV,12.66,89.43,E4_0,0.0
7.15,A_CAV3,76.0,35.6,90.0,A_CAV,10.07,76.0,E4_0,0.0
7.15,A_CAV4,118.04,42.0,90.0,A_CAV,13.84,118.04,E4_2,0.0
7.15,A_CAV5,95.31,42.0,90.0,A_CAV,11.91,95.31,E4_2,0.0
7.15,A_CAV6,79.9,42.0,90.0,A_CAV,10.17,79.9,E4_2,0.0
7.15,A_CAV8,153.15,45.2,90.0,A_CAV,13.85,153.15,E4_3,0.0
7.15,A_CAV9,142.95,48.4,90.0,A_CAV,13.81,142.95,E4_4,0.0
7.15,E_CAV0.0,147.81,38.8,90.0,E_CAV,14.78,147.81,E4_1,0.0
7.15,E_CAV1.0,171.97,38.8,90.0,E_CAV,14.83,171.97,E4_1,0.0
7.15,E_CAV2.0,192.43,45.2,90.0,E_CAV,14.16,192.43,E4_3,0.0
7.15,E_CAV3.0,211.99,38.8,90.0,E_CAV,14.59,211.99,E4_1,0.0
7.15,E_CAV4.0,218.74,45.2,90.0,E_CAV,13.27,218.74,E4_3,0.0
7.2,A_CAV0,108.9,35.6,90.0,A_CAV,13.88,108.9,E4_0,0.0
7.2,A_CAV1,132.82,35.6,90.0,A_CAV,13.87,132.82,E4_0,0.0
7.2,A_CAV10,170.44,48.4,90.0,A_CAV,12.67,170.44,E4_4,0.0
7.2,A_CAV11,125.95,48.4,90.0,A_CAV,12.28,125.95,E4_4,0.0
7.2,A_CAV2,90.06,35.6,90.0,A_CAV,12.61,90.06,E4_0,0.0
7.2,A_CAV3,76.51,35.6,90.0,A_CAV,10.1,76.51,E4_0,0.0
7.2,A_CAV4,118.74,42.0,90.0,A_CAV,13.88,118.74,E4_2,0.0
7.2,A_CAV5,95.91,42.0,90.0,A_CAV,11.93,95.91,E4_2,0.0
7.2,A_CAV6,80.41,42.0,90.0,A_CAV,10.11,80.41,E4_2,0.0
7.2,A_CAV8,153.84,45.2,90.0,A_CAV,13.88,153.84,E4_3,0.0
7.2,A_CAV9,143.64,48.4,90.0,A_CAV,13.82,143.64,E4_4,0.0
7.2,E_CAV0.0,148.54,38.8,90.0,E_CAV,14.73,148.54,E4_1,0.0
7.2,E_CAV1.0,172.71,38.8,90.0,E_CAV,14.86,172.71,E4_1,0.0
7.2,E_CAV2.0,193.14,45.2,90.0,E_CAV,14.13,193.14,E4_3,0.0
7.2,E_CAV3.0,212.72,38.8,90.0,E_CAV,14.6,212.72,E4_1,0.0
7.2,E_CAV4.0,219.4,45.2,90.0,E_CAV,13.25,219.4,E4_3,0.0
7.25,A_CAV0,109.59,35.6,90.0,A_CAV,13.83,109.59,E4_0,0.0
7.25,A_CAV1,133.51,35.6,90.0,A_CAV,13.85,133.51,E4_0,0.0
7.25,A_CAV10,171.08,48.4,90.0,A_CAV,12.67,171.08,E4_4,0.0
7.25,A_CAV11,126.56,48.4,90.0,A_CAV,12.36,126.56,E4_4,0.0
7.25,A_CAV2,90.69,35.6,90.0,A_CAV,12.66,90.69,E4_0,0.0
7.25,A_CAV3,77.02,35.6,90.0,A_CAV,10.13,77.02,E4_0,0.0
7.25,A_CAV4,119.43,42.0,90.0,A_CAV,13.85,119.43,E4_2,0.0
7.25,A_CAV5,96.5,42.0,90.0,A_CAV,11.92,96.5,E4_2,0.0
7.25,A_CAV6,80.91,42.0,90.0,A_CAV,10.15,80.91,E4_2,0.0
7.25,A_CAV8,154.53,45.2,90.0,A_CAV,13.88,154.53,E4_3,0.0
7.25,A_CAV9,144.33,48.4,90.0,A_CAV,13.84,144.33,E4_4,0.0
7.25,E_CAV0.0,149.28,38.8,90.0,E_CAV,14.8,149.28,E4_1,0.0
7.25,E_CAV1.0,173.45,38.8,90.0,E_CAV,14.85,173.45,E4_1,0.0
7.25,E_CAV2.0,193.84,45.2,90.0,E_CAV,14.1,193.84,E4_3,0.0
7.25,E_CAV3.0,213.45,38.8,90.0,E_CAV,14.62,213.45,E4_1,0.0
7.25,E_CAV4.0,220.07,45.2,90.0,E_CAV,13.29,220.07,E4_3,0.0
7.3,A_CAV0,110.28,35.6,90.0,A_CAV,13.85,110.28,E4_0,0.0
7.3,A_CAV1,134.2,35.6,90.0,A_CAV,13.86,134.2,E4_0,0.0
7.3,A_CAV10,171.71,48.4,90.0,A_CAV,12.66,171.71,E4_4,0.0
7.3,A_CAV11,127.18,48.4,90.0,A_CAV,12.39,127.18,E4_4,0.0
7.3,A_CAV2,91.33,35.6,90.0,A_CAV,12.7,91.33,E4_0,0.0
7.3,A_CAV3,77.53,35.6,90.0,A_CAV,10.21,77.53,E4_0,0.0
7.3,A_CAV4,120.12,42.0,90.0,A_CAV,13.85,120.12,E4_2,0.0
7.3,A_CAV5,97.1,42.0,90.0,A_CAV,11.92,97.1,E4_2,0.0
7.3,A_CAV6,81.42,42.0,90.0,A_CAV,10.18,81.42,E4_2,0.0
7.3,A_CAV8,155.23,45.2,90.0,A_CAV,13.86,155.23,E4_3,0.0
7.3,A_CAV9,145.02,48.4,90.0,A_CAV,13.78,145.02,E4_4,0.0
7.3,E_CAV0.0,150.02,38.8,90.0,E_CAV,14.8,150.02,E4_1,0.0
7.3,E_CAV1.0,174.2,38.8,90.0,E_CAV,14.87,174.2,E4_1,0.0
7.3,E_CAV2.0,194.55,45.2,90.0,E_CAV,14.13,194.55,E4_3,0.0
7.3,E_CAV3.0,214.18,38.8,90.0,E_CAV,14.59,214.18,E4_1,0.0
7.3,E_CAV4.0,220.73,45.2,90.0,E_CAV,13.28,220.73,E4_3,0.0
7.35,A_CAV0,110.97,35.6,90.0,A_CAV,13.84,110.97,E4_0,0.0
7.35,A_CAV1,134.89,35.6,90.0,A_CAV,13.83,134.89,E4_0,0.0
7.35,A_CAV10,172.35,48.4,90.0,A_CAV,12.67,172.35,E4_4,0.0
7.35,A_CAV11,127.8,48.4,90.0,A_CAV,12.33,127.8,E4_4,0.0
7.35,A_CAV2,91.96,35.6,90.0,A_CAV,12.71,91.96,E4_0,0.0
7.35,A_CAV3,78.04,35.6,90.0,A_CAV,10.27,78.04,E4_0,0.0
7.35,A_CAV4,120.81,42.0,90.0,A_CAV,13.85,120.81,E4_2,0.0
7.35,A_CAV5,97.7,42.0,90.0,A_CAV,11.95,97.7,E4_2,0.0
7.35,A_CAV6,81.94,42.0,90.0,A_CAV,10.25,81.94,E4_2,0.0
7.35,A_CAV8,155.92,45.2,90.0,A_CAV,13.89,155.92,E4_3,0.0
7.35,A_CAV9,145.71,48.4,90.0,A_CAV,13.81,145.71,E4_4,0.0
7.35,E_CAV0.0,150.76,38.8,90.0,E_CAV,14.77,150.76,E4_1,0.0
7.35,E_CAV1.0,174.94,38.8,90.0,E_CAV,14.84,174.94,E4_1,0.0
7.35,E_CAV2.0,195.25,45.2,90.0,E_CAV,14.07,195.25,E4_3,0.0
7.35,E_CAV3.0,214.91,38.8,90.0,E_CAV,14.63,214.91,E4_1,0.0
7.35,E_CAV4.0,221.39,45.2,90.0,E_CAV,13.23,221.39,E4_3,0.0
7.4,A_CAV0,111.67,35.6,90.0,A_CAV,13.85,111.67,E4_0,0.0
7.4,A_CAV1,135.59,35.6,90.0,A_CAV,13.88,135.59,E4_0,0.0
7.4,A_CAV10,172.98,48.4,90.0,A_CAV,12.63,172.98,E4_4,0.0
7.4,A_CAV11,128.42,48.4,90.0,A_CAV,12.41,128.42,E4_4,0.0
7.4,A_CAV2,92.6,35.6,90.0,A_CAV,12.74,92.6,E4_0,0.0
7.4,A_CAV3,78.56,35.6,90.0,A_CAV,10.36,78.56,E4_0,0.0
7.4,A_CAV4,121.51,42.0,90.0,A_CAV,13.85,121.51,E4_2,0.0
7.4,A_CAV5,98.29,42.0,90.0,A_CAV,11.94,98.29,E4_2,0.0
7.4,A_CAV6,82.45,42.0,90.0,A_CAV,10.29,82.45,E4_2,0.0
7.4,A_CAV8,156.62,45.2,90.0,A_CAV,13.88,156.62,E4_3,0.0
7.4,A_CAV9,146.4,48.4,90.0,A_CAV,13.8,146.4,E4_4,0.0
7.4,E_CAV0.0,151.5,38.8,90.0,E_CAV,14.74,151.5,E4_1,0.0
7.4,E_CAV1.0,175.68,38.8,90.0,E_CAV,14.88,175.68,E4_1,0.0
7.4,E_CAV2.0,195.96,45.2,90.0,E_CAV,14.05,195.96,E4_3,0.0
7.4,E_CAV3.0,215.64,38.8,90.0,E_CAV,14.59,215.64,E4_1,0.0
7.4,E_CAV4.0,222.06,45.2,90.0,E_CAV,13.28,222.06,E4_3,0.0
7.45,A_CAV0,112.36,35.6,90.0,A_CAV,13.84,112.36,E4_0,0.0
7.45,A_CAV1,136.28,35.6,90.0,A_CAV,13.84,136.28,E4_0,0.0
7.45,A_CAV10,173.61,48.4,90.0,A_CAV,12.67,173.61,E4_4,0.0
7.45,A_CAV11,129.04,48.4,90.0,A_CAV,12.39,129.04,E4_4,0.0
7.45,A_CAV2,93.24,35.6,90.0,A_CAV,12.76,93.24,E4_0,0.0
7.45,A_CAV3,79.08,35.6,90.0,A_CAV,10.42,79.08,E4_0,0.0
7.45,A_CAV4,122.2,42.0,90.0,A_CAV,13.89,122.2,E4_2,0.0
7.45,A_CAV5,98.89,42.0,90.0,A_CAV,11.95,98.89,E4_2,0.0
7.45,A_CAV6,82.96,42.0,90.0,A_CAV,10.26,82.96,E4_2,0.0
7.45,A_CAV8,157.31,45.2,90.0,A_CAV,13.87,157.31,E4_3,0.0
7.45,A_CAV9,147.09,48.4,90.0,A_CAV,13.71,147.09,E4_4,0.0
7.45,E_CAV0.0,152.24,38.8,90.0,E_CAV,14.78,152.24,E4_1,0.0
7.45,E_CAV1.0,176.42,38.8,90.0,E_CAV,14.83,176.42,E4_1,0.0
7.45,E_CAV2.0,196.66,45.2,90.0,E_CAV,14.1,196.66,E4_3,0.0
7.45,E_CAV3.0,216.37,38.8,90.0,E_CAV,14.59,216.37,E4_1,0.0
7.45,E_CAV4.0,222.72,45.2,90.0,E_CAV,13.28,222.72,E4_3,0.0
7.5,A_CAV0,113.05,35.6,90.0,A_CAV,13.83,113.05,E4_0,0.0
7.5,A_CAV1,136.98,35.6,90.0,A_CAV,13.89,136.98,E4_0,0.0
7.5,A_CAV10,174.24,48.4,90.0,A_CAV,12.66,174.24,E4_4,0.0
7.5,A_CAV11,129.66,48.4,90.0,A_CAV,12.37,129.66,E4_4,0.0
7.5,A_CAV2,93.87,35.6,90.0,A_CAV,12.7,93.87,E4_0,0.0
7.5,A_CAV3,79.6,35.6,90.0,A_CAV,10.44,79.6,E4_0,0.0
7.5,A_CAV4,122.89,42.0,90.0,A_CAV,13.86,122.89,E4_2,0.0
7.5,A_CAV5,99.49,42.0,90.0,A_CAV,11.94,99.49,E4_2,0.0
7.5,A_CAV6,83.48,42.0,90.0,A_CAV,10.3,83.48,E4_2,0.0
7.5,A_CAV8,158.0,45.2,90.0,A_CAV,13.85,158.0,E4_3,0.0
7.5,A_CAV9,147.78,48.4,90.0,A_CAV,13.75,147.78,E4_4,0.0
7.5,E_CAV0.0,152.98,38.8,90.0,E_CAV,14.75,152.98,E4_1,0.0
7.5,E_CAV1.0,177.17,38.8,90.0,E_CAV,14.83,177.17,E4_1,0.0
7.5,E_CAV2.0,197.36,45.2,90.0,E_CAV,14.07,197.36,E4_3,0.0
7.5,E_CAV3.0,217.1,38.8,90.0,E_CAV,14.61,217.1,E4_1,0.0
7.5,E_CAV4.0,223.38,45.2,90.0,E_CAV,13.25,223.38,E4_3,0.0
7.55,A_CAV0,113.74,35.6,90.0,A_CAV,13.84,113.74,E4_0,0.0
7.55,A_CAV1,137.67,35.6,90.0,A_CAV,13.85,137.67,E4_0,0.0
7.55,A_CAV10,174.88,48.4,90.0,A_CAV,12.65,174.88,E4_4,0.0
7.55,A_CAV11,130.28,48.4,90.0,A_CAV,12.37,130.28,E4_4,0.0
7.55,A_CAV2,94.51,35.6,90.0,A_CAV,12.74,94.51,E4_0,0.0
7.55,A_CAV3,80.12,35.6,90.0,A_CAV,10.45,80.12,E4_0,0.0
7.55,A_CAV4,123.59,42.0,90.0,A_CAV,13.84,123.59,E4_2,0.0
7.55,A_CAV5,100.09,42.0,90.0,A_CAV,11.97,100.09,E4_2,0.0
7.55,A_CAV6,83.99,42.0,90.0,A_CAV,10.33,83.99,E4_2,0.0
7.55,A_CAV8,158.7,45.2,90.0,A_CAV,13.88,158.7,E4_3,0.0
7.55,A_CAV9,148.46,48.4,90.0,A_CAV,13.75,148.46,E4_4,0.0
7.55,E_CAV0.0,153.71,38.8,90.0,E_CAV,14.79,153.71,E4_1,0.0
7.55,E_CAV1.0,177.91,38.8,90.0,E_CAV,14.88,177.91,E4_1,0.0
7.55,E_CAV2.0,198.07,45.2,90.0,E_CAV,14.05,198.07,E4_3,0.0
7.55,E_CAV3.0,217.83,38.8,90.0,E_CAV,14.6,217.83,E4_1,0.0
7.55,E_CAV4.0,224.05,45.2,90.0,E_CAV,13.23,224.05,E4_3,0.0
7.6,A_CAV0,114.43,35.6,90.0,A_CAV,13.84,114.43,E4_0,0.0
7.6,A_CAV1,138.36,35.6,90.0,A_CAV,13.84,138.36,E4_0,0.0
7.6,A_CAV10,175.51,48.4,90.0,A_CAV,12.63,175.51,E4_4,0.0
7.6,A_CAV11,130.9,48.4,90.0,A_CAV,12.44,130.9,E4_4,0.0
7.6,A_CAV2,95.15,35.6,90.0,A_CAV,12.77,95.15,E4_0,0.0
7.6,A_CAV3,80.65,35.6,90.0,A_CAV,10.5,80.65,E4_0,0.0
7.6,A_CAV4,124.28,42.0,90.0,A_CAV,13.87,124.28,E4_2,0.0
7.6,A_CAV5,100.68,42.0,90.0,A_CAV,11.93,100.68,E4_2,0.0
7.6,A_CAV6,84.51,42.0,90.0,A_CAV,10.39,84.51,E4_2,0.0
7.6,A_CAV8,159.39,45.2,90.0,A_CAV,13.89,159.39,E4_3,0.0
7.6,A_CAV9,149.15,48.4,90.0,A_CAV,13.69,149.15,E4_4,0.0
7.6,E_CAV0.0,154.46,38.8,90.0,E_CAV,14.82,154.46,E4_1,0.0
7.6,E_CAV1.0,178.65,38.8,90.0,E_CAV,14.86,178.65,E4_1,0.0
7.6,E_CAV2.0,198.77,45.2,90.0,E_CAV,14.03,198.77,E4_3,0.0
7.6,E_CAV3.0,218.56,38.8,90.0,E_CAV,14.6,218.56,E4_1,0.0
7.6,E_CAV4.0,224.71,45.2,90.0,E_CAV,13.29,224.71,E4_3,0.0
7.65,A_CAV0,115.13,35.6,90.0,A_CAV,13.86,115.13,E4_0,0.0
7.65,A_CAV1,139.05,35.6,90.0,A_CAV,13.86,139.05,E4_0,0.0
7.65,A_CAV10,176.14,48.4,90.0,A_CAV,12.67,176.14,E4_4,0.0
7.65,A_CAV11,131.52,48.4,90.0,A_CAV,12.37,131.52,E4_4,0.0
7.65,A_CAV2,95.78,35.6,90.0,A_CAV,12.77,95.78,E4_0,0.0
7.65,A_CAV3,81.18,35.6,90.0,A_CAV,10.58,81.18,E4_0,0.0
7.65,A_CAV4,124.97,42.0,90.0,A_CAV,13.83,124.97,E4_2,0.0
7.65,A_CAV5,101.28,42.0,90.0,A_CAV,11.97,101.28,E4_2,0.0
7.65,A_CAV6,85.03,42.0,90.0,A_CAV,10.34,85.03,E4_2,0.0
7.65,A_CAV8,160.09,45.2,90.0,A_CAV,13.89,160.09,E4_3,0.0
7.65,A_CAV9,149.83,48.4,90.0,A_CAV,13.66,149.83,E4_4,0.0
7.65,E_CAV0.0,155.19,38.8,90.0,E_CAV,14.76,155.19,E4_1,0.0
7.65,E_CAV1.0,179.4,38.8,90.0,E_CAV,14.88,179.4,E4_1,0.0
7.65,E_CAV2.0,199.47,45.2,90.0,E_CAV,14.07,199.47,E4_3,0.0
7.65,E_CAV3.0,219.29,38.8,90.0,E_CAV,14.61,219.29,E4_1,0.0
7.65,E_CAV4.0,225.37,45.2,90.0,E_CAV,13.28,225.37,E4_3,0.0
7.7,A_CAV0,115.82,35.6,90.0,A_CAV,13.85,115.82,E4_0,0.0
7.7,A_CAV1,139.75,35.6,90.0,A_CAV,13.86,139.75,E4_0,0.0
7.7,A_CAV10,176.77,48.4,90.0,A_CAV,12.66,176.77,E4_4,0.0
7.7,A_CAV11,132.14,48.4,90.0,A_CAV,12.38,132.14,E4_4,0.0
7.7,A_CAV2,96.42,35.6,90.0,A_CAV,12.77,96.42,E4_0,0.0
7.7,A_CAV3,81.71,35.6,90.0,A_CAV,10.62,81.71,E4_0,0.0
7.7,A_CAV4,125.66,42.0,90.0,A_CAV,13.85,125.66,E4_2,0.0
7.7,A_CAV5,101.88,42.0,90.0,A_CAV,11.96,101.88,E4_2,0.0
7.7,A_CAV6,85.55,42.0,90.0,A_CAV,10.44,85.55,E4_2,0.0
7.7,A_CAV8,160.78,45.2,90.0,A_CAV,13.86,160.78,E4_3,0.0
7.7,A_CAV9,150.52,48.4,90.0,A_CAV,13.68,150.52,E4_4,0.0
7.7,E_CAV0.0,155.94,38.8,90.0,E_CAV,14.81,155.94,E4_1,0.0
7.7,E_CAV1.0,180.14,38.8,90.0,E_CAV,14.85,180.14,E4_1,0.0
7.7,E_CAV2.0,200.17,45.2,90.0,E_CAV,14.01,200.17,E4_3,0.0
7.7,E_CAV3.0,220.02,38.8,90.0,E_CAV,14.62,220.02,E4_1,0.0
7.7,E_CAV4.0,226.04,45.2,90.0,E_CAV,13.24,226.04,E4_3,0.0
7.75,A_CAV0,116.51,35.6,90.0,A_CAV,13.88,116.51,E4_0,0.0
7.75,A_CAV1,140.44,35.6,90.0,A_CAV,13.87,140.44,E4_0,0.0
7.75,A_CAV10,177.4,48.4,90.0,A_CAV,12.64,177.4,E4_4,0.0
7.75,A_CAV11,132.75,48.4,90.0,A_CAV,12.38,132.75,E4_4,0.0
7.75,A_CAV2,97.06,35.6,90.0,A_CAV,12.79,97.06,E4_0,0.0
7.75,A_CAV3,82.24,35.6,90.0,A_CAV,10.6,82.24,E4_0,0.0
7.75,A_CAV4,126.36,42.0,90.0,A_CAV,13.87,126.36,E4_2,0.0
7.75,A_CAV5,102.48,42.0,90.0,A_CAV,11.97,102.48,E4_2,0.0
7.75,A_CAV6,86.08,42.0,90.0,A_CAV,10.48,86.08,E4_2,0.0
7.75,A_CAV8,161.47,45.2,90.0,A_CAV,13.88,161.47,E4_3,0.0
7.75,A_CAV9,151.2,48.4,90.0,A_CAV,13.69,151.2,E4_4,0.0
7.75,E_CAV0.0,156.67,38.8,90.0,E_CAV,14.77,156.67,E4_1,0.0
7.75,E_CAV1.0,180.88,38.8,90.0,E_CAV,14.85,180.88,E4_1,0.0
7.75,E_CAV2.0,200.87,45.2,90.0,E_CAV,14.01,200.87,E4_3,0.0
7.75,E_CAV3.0,220.75,38.8,90.0,E_CAV,14.6,220.75,E4_1,0.0
7.75,E_CAV4.0,226.7,45.2,90.0,E_CAV,13.23,226.7,E4_3,0.0
7.8,A_CAV0,117.21,35.6,90.0,A_CAV,13.85,117.21,E4_0,0.0
7.8,A_CAV1,141.13,35.6,90.0,A_CAV,13.88,141.13,E4_0,0.0
7.8,A_CAV10,178.04,48.4,90.0,A_CAV,12.67,178.04,E4_4,0.0
7.8,A_CAV11,133.38,48.4,90.0,A_CAV,12.46,133.38,E4_4,0.0
7.8,A_CAV2,97.71,35.6,90.0,A_CAV,12.88,97.71,E4_0,0.0
7.8,A_CAV3,82.77,35.6,90.0,A_CAV,10.7,82.77,E4_0,0.0
7.8,A_CAV4,127.05,42.0,90.0,A_CAV,13.86,127.05,E4_2,0.0
7.8,A_CAV5,103.07,42.0,90.0,A_CAV,11.93,103.07,E4_2,0.0
7.8,A_CAV6,86.6,42.0,90.0,A_CAV,10.47,86.6,E4_2,0.0
7.8,A_CAV8,162.17,45.2,90.0,A_CAV,13.85,162.17,E4_3,0.0
7.8,A_CAV9,151.88,48.4,90.0,A_CAV,13.67,151.88,E4_4,0.0
7.8,E_CAV0.0,157.41,38.8,90.0,E_CAV,14.76,157.41,E4_1,0.0
7.8,E_CAV1.0,181.63,38.8,90.0,E_CAV,14.86,181.63,E4_1,0.0
7.8,E_CAV2.0,201.57,45.2,90.0,E_CAV,13.99,201.57,E4_3,0.0
7.8,E_CAV3.0,221.48,38.8,90.0,E_CAV,14.59,221.48,E4_1,0.0
7.8,E_CAV4.0,227.36,45.2,90.0,E_CAV,13.28,227.36,E4_3,0.0
7.85,A_CAV0,117.9,35.6,90.0,A_CAV,13.84,117.9,E4_0,0.0
7.85,A_CAV1,141.83,35.6,90.0,A_CAV,13.87,141.83,E4_0,0.0
7.85,A_CAV10,178.67,48.4,90.0,A_CAV,12.69,178.67,E4_4,0.0
7.85,A_CAV11,134.0,48.4,90.0,A_CAV,12.42,134.0,E4_4,0.0
7.85,A_CAV2,98.35,35.6,90.0,A_CAV,12.87,98.35,E4_0,0.0
7.85,A_CAV3,83.31,35.6,90.0,A_CAV,10.76,83.31,E4_0,0.0
7.85,A_CAV4,127.74,42.0,90.0,A_CAV,13.87,127.74,E4_2,0.0
7.85,A_CAV5,103.67,42.0,90.0,A_CAV,11.93,103.67,E4_2,0.0
7.85,A_CAV6,87.12,42.0,90.0,A_CAV,10.47,87.12,E4_2,0.0
7.85,A_CAV8,162.86,45.2,90.0,A_CAV,13.86,162.86,E4_3,0.0
7.85,A_CAV9,152.57,48.4,90.0,A_CAV,13.66,152.57,E4_4,0.0
7.85,E_CAV0.0,158.15,38.8,90.0,E_CAV,14.78,158.15,E4_1,0.0
7.85,E_CAV1.0,182.37,38.8,90.0,E_CAV,14.84,182.37,E4_1,0.0
7.85,E_CAV2.0,202.27,45.2,90.0,E_CAV,13.96,202.27,E4_3,0.0
7.85,E_CAV3.0,222.21,38.8,90.0,E_CAV,14.61,222.21,E4_1,0.0
7.85,E_CAV4.0,228.03,45.2,90.0,E_CAV,13.29,228.03,E4_3,0.0
7.9,A_CAV0,118.59,35.6,90.0,A_CAV,13.88,118.59,E4_0,0.0
7.9,A_CAV1,142.52,35.6,90.0,A_CAV,13.87,142.52,E4_0,0.0
7.9,A_CAV10,179.31,48.4,90.0,A_CAV,12.66,179.31,E4_4,0.0
7.9,A_CAV11,134.62,48.4,90.0,A_CAV,12.46,134.62,E4_4,0.0
7.9,A_CAV2,98.99,35.6,90.0,A_CAV,12.86,98.99,E4_0,0.0
7.9,A_CAV3,83.85,35.6,90.0,A_CAV,10.77,83.85,E4_0,0.0
7.9,A_CAV4,128.44,42.0,90.0,A_CAV,13.86,128.44,E4_2,0.0
7.9,A_CAV5,104.27,42.0,90.0,A_CAV,11.95,104.27,E4_2,0.0
7.9,A_CAV6,87.65,42.0,90.0,A_CAV,10.5,87.65,E4_2,0.0
7.9,A_CAV8,163.55,45.2,90.0,A_CAV,13.88,163.55,E4_3,0.0
7.9,A_CAV9,153.25,48.4,90.0,A_CAV,13.66,153.25,E4_4,0.0
7.9,E_CAV0.0,158.89,38.8,90.0,E_CAV,14.79,158.89,E4_1,0.0
7.9,E_CAV1.0,183.11,38.8,90.0,E_CAV,14.84,183.11,E4_1,0.0
7.9,E_CAV2.0,202.97,45.2,90.0,E_CAV,13.99,202.97,E4_3,0.0
7.9,E_CAV3.0,222.94,38.8,90.0,E_CAV,14.58,222.94,E4_1,0.0
7.9,E_CAV4.0,228.69,45.2,90.0,E_CAV,13.25,228.69,E4_3,0.0
7.95,A_CAV0,119.28,35.6,90.0,A_CAV,13.83,119.28,E4_0,0.0
7.95,A_CAV1,143.21,35.6,90.0,A_CAV,13.83,143.21,E4_0,0.0
7.95,A_CAV10,179.94,48.4,90.0,A_CAV,12.66,179.94,E4_4,0.0
7.95,A_CAV11,135.24,48.4,90.0,A_CAV,12.46,135.24,E4_4,0.0
7.95,A_CAV2,99.64,35.6,90.0,A_CAV,12.9,99.64,E4_0,0.0
7.95,A_CAV3,84.39,35.6,90.0,A_CAV,10.81,84.39,E4_0,0.0
7.95,A_CAV4,129.13,42.0,90.0,A_CAV,13.87,129.13,E4_2,0.0
7.95,A_CAV5,104.86,42.0,90.0,A_CAV,11.91,104.86,E4_2,0.0
7.95,A_CAV6,88.18,42.0,90.0,A_CAV,10.52,88.18,E4_2,0.0
7.95,A_CAV8,164.24,45.2,90.0,A_CAV,13.83,164.24,E4_3,0.0
7.95,A_CAV9,153.93,48.4,90.0,A_CAV,13.61,153.93,E4_4,0.0
7.95,E_CAV0.0,159.63,38.8,90.0,E_CAV,14.79,159.63,E4_1,0.0
7.95,E_CAV1.0,183.85,38.8,90.0,E_CAV,14.88,183.85,E4_1,0.0
7.95,E_CAV2.0,203.67,45.2,90.0,E_CAV,13.95,203.67,E4_3,0.0
7.95,E_CAV3.0,223.67,38.8,90.0,E_CAV,14.61,223.67,E4_1,0.0
7.95,E_CAV4.0,229.35,45.2,90.0,E_CAV,13.27,229.35,E4_3,0.0
8.0,A_CAV0,119.97,35.6,90.0,A_CAV,13.83,119.97,E4_0,0.0
8.0,A_CAV1,143.91,35.6,90.0,A_CAV,13.87,143.91,E4_0,0.0
8.0,A_CAV10,180.57,48.4,90.0,A_CAV,12.68,180.57,E4_4,0.0
8.0,A_CAV11,135.87,48.4,90.0,A_CAV,12.42,135.87,E4_4,0.0
8.0,A_CAV2,100.28,35.6,90.0,A_CAV,12.84,100.28,E4_0,0.0
8.0,A_CAV3,84.94,35.6,90.0,A_CAV,10.88,84.94,E4_0,0.0
8.0,A_CAV4,129.82,42.0,90.0,A_CAV,13.86,129.82,E4_2,0.0
8.0,A_CAV5,105.46,42.0,90.0,A_CAV,11.97,105.46,E4_2,0.0
